kst_date,status,report_path,fail_reason,adb_connected,app_running,pss_mb,watch_pid
"2026-07-31","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260731-0800.md","","yes","yes","779.5","8872"
"2026-07-31","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260731-0800.md","","yes","yes","786.0","8872"
"2026-07-31","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260731-0800.md","","yes","yes","776.0","8872"
"2026-08-01","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260801-0800.md","","yes","yes","655.4","8872"
"2026-08-01","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260801-0800.md","","yes","yes","690.1","8872"
"2026-08-01","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260801-0800.md","","yes","yes","652.9","8872"
"2026-08-01","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260801-0800.md","","yes","yes","652.3","8872"
"2026-08-01","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260801-0800.md","","yes","yes","659.7","8872"
"2026-08-01","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260801-0800.md","","yes","yes","647.0","8872"
"2026-08-01","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260801-0800.md","","yes","yes","660.2","8872"
"2026-08-01","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260801-0800.md","","yes","yes","654.3","8872"
"2026-08-02","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260802-0800.md","","yes","yes","671.2","8872"
"2026-08-02","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260802-0800.md","","yes","yes","662.9","8872"
"2026-08-02","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260802-0800.md","","yes","yes","670.8","8872"
"2026-08-02","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260802-0800.md","","yes","yes","660.2","8872"
"2026-08-02","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260802-0800.md","","yes","yes","660.3","8872"
"2026-08-02","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260802-0800.md","","yes","yes","662.8","8872"
"2026-08-02","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260802-0800.md","","yes","yes","669.6","8872"
"2026-08-02","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260802-0800.md","","yes","yes","666.1","8872"
"2026-08-03","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260803-0800.md","","yes","yes","847.3","8872"
"2026-08-03","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260803-0800.md","","yes","yes","741.1","8872"
"2026-08-03","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260803-0800.md","","yes","yes","752.0","8872"
"2026-08-03","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260803-0800.md","","yes","yes","746.9","8872"
"2026-08-03","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260803-0800.md","","yes","yes","757.3","8872"
"2026-08-03","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260803-0800.md","","yes","yes","747.8","8872"
"2026-08-03","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260803-0800.md","","yes","yes","751.3","8872"
"2026-08-03","OK","D:\arcfire20260607\tools\long-run-monitor\logs\overnight-final-report-20260803-0800.md","","yes","yes","755.5","8872"
